chr1	start1	end1	chr2	start2	end2	pets	chr	start	end	dup_sum_pets	gene_ID_sum_pets	percentage	score	rank_gene	gene	rank_enhancer	enhancer
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	33115625	33117763	chr1	33223762	33227777	12	chr1	33135000	33370000	12	39	0.307692307692308	3.69230769230769	5	ZBTB8OS	1	chr1:33115625-33117763
chr1	200859596	200867837	chr1	202014365	202019138	7	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	1	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202038246	202043332	3	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	3	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202053373	202056915	6	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	2	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202081583	202084392	6	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	2	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202014365	202019138	7	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	1	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202038246	202043332	3	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	3	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202053373	202056915	6	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	2	chr1:200859596-200867837
chr1	200859596	200867837	chr1	202081583	202084392	6	chr1	201970000	202085000	22	646	0.0340557275541796	0.74922600619195	7	INAVA	2	chr1:200859596-200867837
chr1	33177440	33178540	chr1	33218632	33221012	12	chr1	33135000	33370000	121	121	1	121	2	KIAA1522	5	chr1:33177440-33178540
chr1	33218632	33221012	chr1	33223762	33227777	109	chr1	33135000	33370000	121	121	1	121	2	KIAA1522	2	chr1:33218632-33221012
chr1	32401950	32406205	chr1	33223762	33227777	3	chr1	33135000	33370000	3	274	0.0109489051094891	0.0328467153284672	9	PTP4A2	1	chr1:32401950-32406205
chr1	32401950	32406205	chr1	33223762	33227777	3	chr1	33135000	33370000	3	274	0.0109489051094891	0.0328467153284672	9	PTP4A2	1	chr1:32401950-32406205
chr1	32401950	32406205	chr1	33223762	33227777	3	chr1	33135000	33370000	3	274	0.0109489051094891	0.0328467153284672	9	PTP4A2	1	chr1:32401950-32406205
chr1	156071274	156077316	chr1	156694979	156699097	3	chr1	155975000	156105000	3	179	0.0167597765363128	0.0502793296089385	18	ISG20L2	1	chr1:156071274-156077316
chr1	156425712	156428759	chr1	156694979	156699097	3	chr1	156345000	156475000	3	179	0.0167597765363128	0.0502793296089385	13	ISG20L2	1	chr1:156425712-156428759
chr1	156071274	156077316	chr1	156694979	156699097	3	chr1	155975000	156105000	3	179	0.0167597765363128	0.0502793296089385	18	ISG20L2	1	chr1:156071274-156077316
chr1	156425712	156428759	chr1	156694979	156699097	3	chr1	156345000	156475000	3	179	0.0167597765363128	0.0502793296089385	13	ISG20L2	1	chr1:156425712-156428759
chr1	156071274	156077316	chr1	156694979	156699097	3	chr1	155975000	156105000	3	179	0.0167597765363128	0.0502793296089385	18	ISG20L2	1	chr1:156071274-156077316
chr1	156425712	156428759	chr1	156694979	156699097	3	chr1	156345000	156475000	3	179	0.0167597765363128	0.0502793296089385	13	ISG20L2	1	chr1:156425712-156428759
chr1	235090451	235101280	chr1	235488183	235493575	5	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	1	chr1:235090451-235101280
chr1	235248460	235249641	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	2	chr1:235248460-235249641
chr1	235267026	235268886	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	2	chr1:235267026-235268886
chr1	235090451	235101280	chr1	235488183	235493575	5	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	1	chr1:235090451-235101280
chr1	235248460	235249641	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	2	chr1:235248460-235249641
chr1	235267026	235268886	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	GGPS1	2	chr1:235267026-235268886
chr1	154988648	154991263	chr1	155153021	155165275	6	chr1	154975000	155130000	29	183	0.158469945355191	4.59562841530055	8	MUC1	2	chr1:154988648-154991263
chr1	154994580	155000099	chr1	155153021	155165275	4	chr1	154975000	155130000	29	183	0.158469945355191	4.59562841530055	8	MUC1	3	chr1:154994580-155000099
chr1	155041903	155044329	chr1	155153021	155165275	19	chr1	154975000	155130000	29	183	0.158469945355191	4.59562841530055	8	MUC1	1	chr1:155041903-155044329
chr1	155153021	155165275	chr1	156097714	156100747	4	chr1	155975000	156105000	11	183	0.0601092896174863	0.66120218579235	13	MUC1	1	chr1:155153021-155165275
chr1	155153021	155165275	chr1	155971101	155977214	3	chr1	155975000	156105000	11	183	0.0601092896174863	0.66120218579235	13	MUC1	2	chr1:155153021-155165275
chr1	155153021	155165275	chr1	156071274	156077316	4	chr1	155975000	156105000	11	183	0.0601092896174863	0.66120218579235	13	MUC1	1	chr1:155153021-155165275
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	155041903	155044329	chr1	155277914	155280164	3	chr1	154975000	155130000	3	43	0.0697674418604651	0.209302325581395	13	FDPS	1	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155277914	155280164	3	chr1	154975000	155130000	3	43	0.0697674418604651	0.209302325581395	13	FDPS	1	chr1:155041903-155044329
chr1	225996967	226001879	chr1	226163040	226164545	3	chr1	226130000	226190000	3	49	0.0612244897959184	0.183673469387755	1	EPHX1	1	chr1:225996967-226001879
chr1	225996967	226001879	chr1	226163040	226164545	3	chr1	226130000	226190000	3	49	0.0612244897959184	0.183673469387755	1	EPHX1	1	chr1:225996967-226001879
chr1	225996967	226001879	chr1	226163040	226164545	3	chr1	226130000	226190000	3	49	0.0612244897959184	0.183673469387755	1	EPHX1	1	chr1:225996967-226001879
chr1	225996967	226001879	chr1	226163040	226164545	3	chr1	226130000	226190000	3	49	0.0612244897959184	0.183673469387755	1	EPHX1	1	chr1:225996967-226001879
chr1	11096353	11098368	chr1	11322105	11323303	3	chr1	10690000	11130000	3	3	1	3	2	MTOR	1	chr1:11096353-11098368
chr1	11096353	11098368	chr1	11322105	11323303	3	chr1	10690000	11130000	3	3	1	3	2	MTOR	1	chr1:11096353-11098368
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	21995277	21997136	chr1	22299275	22302053	3	chr1	22050000	22440000	3	3	1	3	4	RAP1GAP	1	chr1:21995277-21997136
chr1	168572315	168573507	chr1	169068519	169081079	12	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	4	chr1:168572315-168573507
chr1	168591141	168593206	chr1	169068519	169081079	8	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	7	chr1:168591141-168593206
chr1	168597561	168599649	chr1	169068519	169081079	11	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	5	chr1:168597561-168599649
chr1	168605388	168607505	chr1	169068519	169081079	5	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	10	chr1:168605388-168607505
chr1	168658149	168660394	chr1	169068519	169081079	6	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	9	chr1:168658149-168660394
chr1	168677262	168680127	chr1	169068519	169081079	8	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	7	chr1:168677262-168680127
chr1	168720260	168722261	chr1	169068519	169081079	7	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	8	chr1:168720260-168722261
chr1	168767633	168771493	chr1	169068519	169081079	36	chr1	168560000	168925000	243	516	0.47093023255814	114.436046511628	1	ATP1B1	2	chr1:168767633-168771493
